level_0,index,doc_id,title,doc_sim,par_sim,par_length,doc_length,question_type,truths,q,para,q_id,answer,score,idxs,ids,pos,ner,target,sum_span_score,max_span_score,min_span_score,avg_span_score,sum_doc_score,max_doc_score,min_doc_score,avg_doc_score,first_occurence,num_occurence
2,18903,4292269,Alphabet (formal languages),0.4989330768585205,0.0,2,697,2,['Blue Ivy Carter'],What is the name of the alphabet is most commonly used in a problem instance?,Notation.,253,Notation,0.8787626028060913,"(0, 8)",18903,['NN'],[''],0,5.413564056158066,0.9213484525680542,0.2997534871101379,0.6766955070197582,8.532150897292844,0.4807572793465412,0.0,0.25855002719069226,66,1
3,18884,2208631,History of the alphabet,0.5071446895599365,0.0,2,3017,2,['Blue Ivy Carter'],What is the name of the alphabet is most commonly used in a problem instance?,Predecessors.,253,Predecessors,0.867305338382721,"(0, 12)",18884,['NNS'],[''],0,4.117827832698822,0.9103379249572754,0.7307717204093933,0.8235655665397644,13.022765992685907,0.5584596245591625,0.0,0.15503292848435604,47,1
0,19190,19944005,Closest string,0.489999771118164,0.0,5,927,2,"[""Revel Atlantic City's Ovation Hall""]",What is another term for the string of a problem instance?,Relations to other problems.,254,Relations,0.9910975098609924,"(0, 9)",19190,['NNS'],[''],0,5.342553451657295,0.9910975098609924,0.0564459711313247,0.6678191814571619,14.732371060174005,0.5698932280446278,0.0,0.15346219854347923,285,1
1,19209,2696560,Substring,0.4304696321487427,0.0,2,825,2,"[""Revel Atlantic City's Ovation Hall""]",What is another term for the string of a problem instance?,Substring.,254,Substring,0.9825832843780518,"(0, 9)",19209,['VBG'],[''],0,0.9825832843780518,0.9825832843780518,0.9825832843780518,0.9825832843780518,4.332155228536897,0.495940311333882,0.0,0.15471982959060346,304,1
2,19222,2696560,Substring,0.4304696321487427,0.0,2,825,2,"[""Revel Atlantic City's Ovation Hall""]",What is another term for the string of a problem instance?,Superstring.,254,Superstring,0.9822937846183776,"(0, 11)",19222,['VBG'],[''],0,0.9822937846183776,0.9822937846183776,0.9822937846183776,0.9822937846183776,4.332155228536897,0.495940311333882,0.0,0.15471982959060346,317,1
3,19187,19944005,Closest string,0.489999771118164,0.0,2,927,2,"[""Revel Atlantic City's Ovation Hall""]",What is another term for the string of a problem instance?,Approximability.,254,Approximability,0.9822937846183776,"(0, 15)",19187,['NN'],[''],0,3.7382460832595825,0.9822937846183776,0.8670781254768372,0.9345615208148956,14.732371060174005,0.5698932280446278,0.0,0.15346219854347923,282,1
0,19277,14563,Integer,0.4353507757186889,0.0,3,2030,5,['Blue Ivy Carter'],"In the encoding of mathematical objects, what is the way in which integers are commonly expressed?",Algebraic properties.,255,Algebraic properties,0.8806480765342712,"(0, 20)",19277,"['JJ', 'NNS']","['', '']",0,7.004562497138977,0.8806480765342712,0.5529244542121887,0.7782847219043307,58.66870020515193,0.6012597742993416,0.0,0.13037488934478206,54,1
1,19281,14563,Integer,0.4353507757186889,0.0,5,2030,5,['Blue Ivy Carter'],"In the encoding of mathematical objects, what is the way in which integers are commonly expressed?",Order-theoretic properties.,255,Order-theoretic properties,0.8796798586845398,"(0, 26)",19281,"['NN', 'HYPH', 'NN', 'NNS']","['', '', '', '']",0,6.515924036502838,0.8796798586845398,0.5000802874565125,0.7239915596114265,58.66870020515193,0.6012597742993416,0.0,0.13037488934478206,58,1
2,19293,14563,Integer,0.4353507757186889,0.0,3,2030,5,['Blue Ivy Carter'],"In the encoding of mathematical objects, what is the way in which integers are commonly expressed?",Computer science.,255,Computer science,0.8730851411819458,"(0, 16)",19293,"['NN', 'NN']","['', '']",0,8.863940373063087,0.960944890975952,0.1850708574056625,0.6331385980759349,58.66870020515193,0.6012597742993416,0.0,0.13037488934478206,70,1
3,19315,1568608,Half-integer,0.4172810614109039,0.0,3,430,5,['Blue Ivy Carter'],"In the encoding of mathematical objects, what is the way in which integers are commonly expressed?",Sphere volume.,255,Sphere volume,0.8393582105636597,"(0, 13)",19315,"['NN', 'NN']","['', '']",0,5.8193129897117615,0.8937009572982788,0.7645193934440613,0.8313304271016803,6.128731892752693,0.4262952863280103,0.0,0.04864072930756106,92,1
0,19345,60141647,Word-representable graph,0.6246060729026794,0.5682465667601546,6,2528,2,['Five months'],What is one way in which graphs can be encoded? ,Motivation to study the graphs.,256,Motivation,0.922810673713684,"(0, 10)",19345,['VB'],[''],0,20.43448556214571,0.9793578386306764,0.1116134896874427,0.6591769536176035,61.28939766433225,0.7721673123558135,0.0,0.27607836785735246,17,1
1,19353,670531,Perfect graph,0.5891237854957581,0.5328644734814537,5,1396,2,['Five months'],What is one way in which graphs can be encoded? ,Algorithms on perfect graphs.,256,Algorithms,0.8746091723442078,"(0, 10)",19353,['NNS'],[''],0,12.393492640927434,0.9519035816192628,0.0207059513777494,0.5901663162346397,19.297056367743345,0.6608485667699946,0.0,0.17867644784947542,25,1
2,19397,60141647,Word-representable graph,0.6246060729026794,0.0,3,2528,2,['Five months'],What is one way in which graphs can be encoded? ,Computational complexity.,256,Computational complexity,0.8640695214271545,"(0, 24)",19397,"['JJ', 'NN']","['', '']",0,11.813740612939,0.8915384411811829,0.0248138774186372,0.4375459486273704,61.28939766433225,0.7721673123558135,0.0,0.27607836785735246,69,1
3,19337,60141647,Word-representable graph,0.6246060729026794,0.6563714039075559,6,2528,2,['Five months'],What is one way in which graphs can be encoded? ,Graphs with high representation number.,256,high representation number,0.861077606678009,"(12, 38)",19337,"['JJ', 'NN', 'NN']","['', '', '']",0,2.6629592031240463,0.861077606678009,0.2361795455217361,0.5325918406248092,61.28939766433225,0.7721673123558135,0.0,0.27607836785735246,9,1
0,19501,1181008,Computational science,0.4808409214019775,0.0,4,2087,2,['four nights'],What is a string over a Greek number when considering a computational problem?,Complex systems theory.,257,Complex systems theory,0.7857226729393005,"(0, 22)",19501,"['JJ', 'NNS', 'NN']","['', '', '']",0,13.493902683258057,0.8487474918365479,0.4497393667697906,0.6746951341629028,126.18444844892694,0.5772006656097447,0.0,0.1911885582559499,80,1
1,19521,149353,Computational biology,0.4386729896068573,0.0,3,1962,2,['four nights'],What is a string over a Greek number when considering a computational problem?,Related fields.,257,Related fields,0.732211172580719,"(0, 14)",19521,"['VBN', 'NNS']","['', '']",0,7.107694447040558,0.8945841789245605,0.5497674942016602,0.7107694447040558,78.17317606846449,0.7023970921603279,0.0,0.16632590652864784,100,1
2,19500,1181008,Computational science,0.4808409214019775,0.0,4,2087,2,['four nights'],What is a string over a Greek number when considering a computational problem?,Urban complex systems.,257,Urban complex systems,0.7075168490409851,"(0, 21)",19500,"['JJ', 'NN', 'NNS']","['ORG', '', '']",0,12.168309837579727,0.8435032367706299,0.4481178820133209,0.6404373598726172,126.18444844892694,0.5772006656097447,0.0,0.1911885582559499,79,1
3,19425,1181008,Computational science,0.4808409214019775,0.4757545174670056,3,2087,2,['four nights'],What is a string over a Greek number when considering a computational problem?,Computational finance.,257,Computational finance,0.6169148683547974,"(0, 21)",19425,"['JJ', 'NN']","['', '']",0,13.605665355920792,0.8553410768508911,0.4759759604930877,0.6802832677960395,126.18444844892694,0.5772006656097447,0.0,0.1911885582559499,4,1
0,19551,3375199,Ronald Kingsley Read,0.4727546274662018,0.2759753522116099,38,172,2,"['January 7, 2012']",What is the name of the alphabet that is rarely used in a problem instance?,"A few days before his death, he completed a new alphabet called ""Soundspell"" (now ""Readspel""), based, probably for increased chances of popular acceptance, on the Latin script.",258,Soundspell,0.9216967821121216,"(65, 75)",19551,['NNP'],[''],0,1.8470272421836853,0.9253304600715636,0.9216967821121216,0.9235136210918427,2.867659454219362,0.4841696192334413,0.2759753522116099,0.35845743177742023,27,1
1,19590,4292269,Alphabet (formal languages),0.4745291173458099,0.0,2,697,2,"['January 7, 2012']",What is the name of the alphabet that is rarely used in a problem instance?,Notation.,258,Notation,0.9213484525680542,"(0, 8)",19590,['NN'],[''],0,5.413564056158066,0.9213484525680542,0.2997534871101379,0.6766955070197582,8.532150897292844,0.4807572793465412,0.0,0.25855002719069226,66,1
2,19573,2208631,History of the alphabet,0.4785562455654144,0.0,2,3017,2,"['January 7, 2012']",What is the name of the alphabet that is rarely used in a problem instance?,Predecessors.,258,Predecessors,0.9103379249572754,"(0, 12)",19573,['NNS'],[''],0,4.117827832698822,0.9103379249572754,0.7307717204093933,0.8235655665397644,13.022765992685907,0.5584596245591625,0.0,0.15503292848435604,49,1
3,19589,2208631,History of the alphabet,0.4785562455654144,0.0,5,3017,2,"['January 7, 2012']",What is the name of the alphabet that is rarely used in a problem instance?,Alphabets in other media.,258,Alphabets,0.8709897994995117,"(0, 9)",19589,['NNS'],[''],0,1.6778364181518555,0.8709897994995117,0.8068466186523438,0.8389182090759277,13.022765992685907,0.5584596245591625,0.0,0.15503292848435604,65,1
0,19702,3681422,Comparison of programming languages (string functions),0.533299446105957,0.0,2,2862,2,['Blue Ivy Carter'],What is another term for the the string of a problem question?,Equality.,259,Equality,0.9756409525871276,"(0, 8)",19702,['NN'],[''],0,4.424256294965744,0.9822937846183776,0.0344533324241638,0.6320366135665348,24.757143696023128,0.5860131714900975,0.0,0.03354626517076305,110,2
1,19781,3681422,Comparison of programming languages (string functions),0.533299446105957,0.0,2,2862,2,['Blue Ivy Carter'],What is another term for the the string of a problem question?,APL.,259,APL,0.9756409525871276,"(0, 3)",19781,['NN'],[''],0,5.222281098365784,0.9822937846183776,0.6839202642440796,0.870380183060964,24.757143696023128,0.5860131714900975,0.0,0.03354626517076305,189,2
2,19760,3681422,Comparison of programming languages (string functions),0.533299446105957,0.0,2,2862,2,['Blue Ivy Carter'],What is another term for the the string of a problem question?,Inequality.,259,Inequality,0.9711858034133912,"(0, 10)",19760,['NN'],['ORG'],0,4.6340052485466,0.9793335795402528,0.4933694005012512,0.7723342080911001,24.757143696023128,0.5860131714900975,0.0,0.03354626517076305,168,1
3,19629,3681422,Comparison of programming languages (string functions),0.533299446105957,0.0,1,2862,2,['Blue Ivy Carter'],What is another term for the the string of a problem question?,var ,259,var,0.9671407341957092,"(0, 3)",19629,['NN'],[''],0,2.827790141105652,0.9763450622558594,0.8843043446540833,0.9425967137018839,24.757143696023128,0.5860131714900975,0.0,0.03354626517076305,37,1
0,20064,20201,Musical notation,0.4676957130432129,0.0,3,7195,2,['Lenox Hill Hospital in New York.'],What is represented by non-binary notation in the encoding of mathematical objects?,Braille music.,260,Braille music,0.8142139315605164,"(0, 13)",20064,"['NNP', 'NN']","['ORG', '']",0,3.924229145050049,0.8893566727638245,0.5502191781997681,0.7848458290100098,89.98855013327464,0.7384718252852887,0.0,0.16978971723259367,207,1
1,20028,20201,Musical notation,0.4676957130432129,0.0,3,7195,2,['Lenox Hill Hospital in New York.'],What is represented by non-binary notation in the encoding of mathematical objects?,Byzantine Empire.,260,Byzantine Empire,0.8135586380958557,"(0, 16)",20028,"['NNP', 'NNP']","['PERSON', 'PERSON']",0,7.383367866277695,0.8975696563720703,0.1530075818300247,0.5273834190198353,89.98855013327464,0.7384718252852887,0.0,0.16978971723259367,171,1
2,20062,20201,Musical notation,0.4676957130432129,0.0,3,7195,2,['Lenox Hill Hospital in New York.'],What is represented by non-binary notation in the encoding of mathematical objects?,Parsons code.,260,Parsons code,0.797492265701294,"(0, 12)",20062,"['NNS', 'NN']","['', '']",0,5.016926854848862,0.8862187266349792,0.2733537852764129,0.6271158568561077,89.98855013327464,0.7384718252852887,0.0,0.16978971723259367,205,2
3,20069,6134187,History of mathematical notation,0.4503425061702728,0.0,3,11138,2,['Lenox Hill Hospital in New York.'],What is represented by non-binary notation in the encoding of mathematical objects?,Rhetorical stage.,260,Rhetorical stage,0.7640888690948486,"(0, 16)",20069,"['JJ', 'NN']","['', '']",0,0.7640888690948486,0.7640888690948486,0.7640888690948486,0.7640888690948486,13.267627420308953,0.6543450745694696,0.0,0.1353839532684587,212,1
0,20115,60141647,Word-representable graph,0.5103868842124939,0.4643336151832795,6,2528,12,"[""Revel Atlantic City's Ovation Hall""]",How can graphs be encoded indirectly?,Motivation to study the graphs.,261,Motivation,0.8828635811805725,"(0, 10)",20115,['VB'],[''],0,20.43448556214571,0.9793578386306764,0.1116134896874427,0.6591769536176035,61.28939766433225,0.7721673123558135,0.0,0.27607836785735246,17,1
1,20167,60141647,Word-representable graph,0.5103868842124939,0.0,3,2528,12,"[""Revel Atlantic City's Ovation Hall""]",How can graphs be encoded indirectly?,Computational complexity.,261,Computational complexity,0.8479372262954712,"(0, 24)",20167,"['JJ', 'NN']","['', '']",0,11.813740612939,0.8915384411811829,0.0248138774186372,0.4375459486273704,61.28939766433225,0.7721673123558135,0.0,0.27607836785735246,69,1
2,20123,670531,Perfect graph,0.4813930988311767,0.4354217022112023,5,1396,12,"[""Revel Atlantic City's Ovation Hall""]",How can graphs be encoded indirectly?,Algorithms on perfect graphs.,261,Algorithms,0.8396506309509277,"(0, 10)",20123,['NNS'],[''],0,12.393492640927434,0.9519035816192628,0.0207059513777494,0.5901663162346397,19.297056367743345,0.6608485667699946,0.0,0.17867644784947542,25,1
3,20157,56030164,Χ-bounded,0.5414668321609497,0.0,3,516,12,"[""Revel Atlantic City's Ovation Hall""]",How can graphs be encoded indirectly?,Specific classes.,261,Specific classes,0.8380642533302307,"(0, 16)",20157,"['JJ', 'NNS']","['', '']",0,3.8106656968593597,0.8380642533302307,0.4975815117359161,0.63511094947656,25.833145020920917,0.7109841278084407,0.0,0.2532661276560874,59,1
0,20196,6532404,Complexity (disambiguation),0.5465549826622009,0.4059224129768611,6,27,2,['four'],What kind of problems are one of the main topics studied in computational complexity theory?,Complexity may also refer to:,262,Complexity,0.9279390573501588,"(0, 10)",20196,['NN'],[''],0,78.60305091366172,0.9883010387420654,0.0338060744106769,0.5654895749184297,40.925347182873104,0.7653918667298858,0.1230681912982057,0.34682497612604324,5,1
1,20245,7363,Complexity,0.5171729326248169,0.0,4,2329,2,['four'],What kind of problems are one of the main topics studied in computational complexity theory?,Sources and factors.,262,Sources and factors.,0.7593516707420349,"(0, 20)",20245,"['NNS', 'CC', 'NNS', '.']","['', '', '', '']",0,8.97724711894989,0.7593516707420349,0.4472594559192657,0.5610779449343681,617.1394737318589,0.7673140180056967,0.0,0.1452776538916805,54,1
2,20235,7363,Complexity,0.5171729326248169,0.1092832194695188,38,2329,2,['four'],What kind of problems are one of the main topics studied in computational complexity theory?,There exist a certain class of problems that although they are solvable in principle they require so much time or space that it is not practical to attempt to solve them. These problems are called intractable.,262,intractable,0.7476688623428345,"(197, 208)",20235,['JJ'],[''],0,26.23552380502224,0.8921343088150024,0.0455852970480918,0.437258730083704,617.1394737318589,0.7673140180056967,0.0,0.1452776538916805,44,1
3,20260,68418053,Alan Selman,0.5127731561660767,0.0,4,453,2,['four'],What kind of problems are one of the main topics studied in computational complexity theory?,Education and career.,262,Education and career.,0.7435770034790039,"(0, 21)",20260,"['NN', 'CC', 'NN', '.']","['', '', '', '']",0,1.3594730496406555,0.7435770034790039,0.6158960461616516,0.6797365248203278,6.234169263424922,0.5206989670421749,0.0,0.18891422010378553,69,1
0,20266,426292,Simple,0.3745696246623993,0.3886534633171912,7,7,2,['romance'],What are the two simple word responses to a decision problem?,Simple or SIMPLE may refer to:,263,Simple or SIMPLE,0.8817455172538757,"(0, 16)",20266,"['JJ', 'CC', 'JJ']","['', '', '']",0,0.8817455172538757,0.8817455172538757,0.8817455172538757,0.8817455172538757,0.3886534633171912,0.3886534633171912,0.3886534633171912,0.3886534633171912,1,1
1,20273,33563,Word problem for groups,0.4059529900550842,0.3277757389381336,7,2787,2,['romance'],What are the two simple word responses to a decision problem?,Algebraic structure and the word problem.,263,Algebraic structure,0.7337673902511597,"(0, 19)",20273,"['JJ', 'NN']","['PRODUCT', '']",0,0.7337673902511597,0.7337673902511597,0.7337673902511597,0.7337673902511597,8.037217979344103,0.4185985254955711,0.0,0.11481739970491575,8,1
2,20329,8336,Decision problem,0.4094060957431793,0.0,2,1337,2,['romance'],What are the two simple word responses to a decision problem?,Definition.,263,Definition,0.7130225300788879,"(0, 10)",20329,['NN'],[''],0,54.70796847343445,0.9515733122825624,0.0889378041028976,0.6011864667410379,11.151905279343689,0.4829119564902743,0.0,0.16162181564266215,64,1
3,20331,8336,Decision problem,0.4094060957431793,0.0,2,1337,2,['romance'],What are the two simple word responses to a decision problem?,Decidability.,263,Decidability,0.7130225300788879,"(0, 12)",20331,['NN'],[''],0,1.433821752667427,0.7130225300788879,0.2112499624490738,0.4779405842224757,11.151905279343689,0.4829119564902743,0.0,0.16162181564266215,66,1
0,20392,47701231,Integer set library,0.4778834283351898,0.2682697399563927,13,143,2,['Life Is But a Dream'],What are the two integer responses to a decision problem?,All computations are performed in exact integer arithmetic using GMP or imath.,264,GMP or imath,0.9363664984703064,"(65, 77)",20392,"['NN', 'CC', 'NN']","['ORG', '', '']",0,3.0468943119049072,0.938483715057373,0.5505274534225464,0.7617235779762268,5.434800652599428,0.5003714300013531,0.0,0.15096668479442854,22,1
1,20410,411215,Integer programming,0.4913698434829712,0.0453606322588243,95,2525,2,['Life Is But a Dream'],What are the two integer responses to a decision problem?,"Let ""V"" be the maximum absolute value of the coefficients in formula_5 and formula_25. If ""n"" (the number of variables) is a fixed constant, then the feasibility problem can be solved in time polynomial in ""m"" and log ""V"". This is trivial for the case ""n""=1. The case ""n""=2 was solved in 1981 by Herbert Scarf. The general case was solved in 1983 by Hendrik Lenstra, combining ideas by Laszlo Lovasz and Peter van Emde Boas.",264,"""m"" and log ""V""",0.9053037762641908,"(206, 221)",20410,"['``', 'VB', ""''"", 'CC', 'VB', '``', 'NNP', ""''""]","['', '', '', '', '', '', '', '']",0,2.0523651242256165,0.9185079336166382,0.2285534143447876,0.6841217080752054,28.459737530624846,0.5233543045723746,0.0,0.13175804412326317,40,1
2,20375,411215,Integer programming,0.4913698434829712,0.4325394222892547,4,2525,2,['Life Is But a Dream'],What are the two integer responses to a decision problem?,Sparse Integer Programming.,264,Sparse Integer Programming.,0.7655841708183289,"(0, 27)",20375,"['NNP', 'NNP', 'NNP', '.']","['PERSON', 'PERSON', 'PERSON', '']",0,2.1174078583717346,0.7746090888977051,0.5772145986557007,0.7058026194572449,28.459737530624846,0.5233543045723746,0.0,0.13175804412326317,5,1
3,20402,411215,Integer programming,0.4913698434829712,0.1916465237979849,137,2525,2,['Life Is But a Dream'],What are the two integer responses to a decision problem?,"The feasible integer points are shown in red, and the red dashed lines indicate their convex hull, which is the smallest convex polyhedron that contains all of these points. The blue lines together with the coordinate axes define the polyhedron of the LP relaxation, which is given by the inequalities without the integrality constraint. The goal of the optimization is to move the black dotted line as far upward while still touching the polyhedron. The optimal solutions of the integer problem are the points formula_8 and formula_9 which both have an objective value of 2. The unique optimum of the relaxation is formula_10 with objective value of 2.8. If the solution of the relaxation is rounded to the nearest integers, it is not feasible for the ILP.",264,points formula_8 and formula_9,0.6498129963874817,"(504, 534)",20402,"['VBZ', 'RP', 'CC', 'NN']","['', '', '', '']",0,2.2744434475898743,0.6498129963874817,0.4267670512199402,0.5686108618974686,28.459737530624846,0.5233543045723746,0.0,0.13175804412326317,32,1
0,20462,763707,Output (economics),0.4709469377994537,0.3547969238118472,4,1305,2,['global publishing agreement'],What will the output be for a member of the language of a decision problem?,Fluctuations in output.,265,Fluctuations,0.8930869698524475,"(0, 12)",20462,['NNS'],[''],0,1.7577227354049683,0.8930869698524475,0.8646357655525208,0.8788613677024841,12.876422695727296,0.4807242958970191,0.0,0.1609552836965912,12,1
1,20520,763707,Output (economics),0.4709469377994537,0.0,1,1305,2,['global publishing agreement'],What will the output be for a member of the language of a decision problem?,formula_4,265,formula_4,0.7601321935653687,"(0, 9)",20520,['JJ'],[''],0,15.112615540623663,0.9522072076797484,0.0197279527783393,0.47226923564448947,12.876422695727296,0.4807242958970191,0.0,0.1609552836965912,70,1
2,20510,763707,Output (economics),0.4709469377994537,0.0,1,1305,2,['global publishing agreement'],What will the output be for a member of the language of a decision problem?,formula_1,265,formula_1,0.7601321935653687,"(0, 9)",20510,['JJ'],[''],0,24.30736319348216,0.9672111868858336,0.0340407490730285,0.4264449683067046,12.876422695727296,0.4807242958970191,0.0,0.1609552836965912,60,1
3,20453,20053521,Output,0.5043543577194214,0.5164557295379772,5,5,2,['global publishing agreement'],What will the output be for a member of the language of a decision problem?,Output may refer to:,265,Output,0.6942059993743896,"(0, 6)",20453,['NN'],[''],0,4.542508192360401,0.9240989685058594,0.0842668488621711,0.6489297417657716,1.9999376182157054,0.5164557295379772,0.3181401654631646,0.39998752364314105,3,1
0,20635,198156,Markov algorithm,0.4480700194835663,0.0,2,891,2,['January 2013'],What answer denotes that an algorithm has accepted an input string?,Execution.,266,Execution,0.8708636164665222,"(0, 9)",20635,['NN'],[''],0,2.358259379863739,0.8708636164665222,0.1672523915767669,0.5895648449659348,4.711946519199674,0.5399669693784312,0.0,0.16828380425713121,108,2
1,20586,48534076,Input enhancement (computer science),0.4964088797569275,0.0,2,2314,2,['January 2013'],What answer denotes that an algorithm has accepted an input string?,Searching.,266,Searching,0.8510368466377258,"(0, 9)",20586,['VBG'],[''],0,0.8510368466377258,0.8510368466377258,0.8510368466377258,0.8510368466377258,7.604441856235036,0.4952702496531347,0.0,0.11521881600356115,59,1
2,20656,35402084,Lexicographically minimal string rotation,0.4347318410873413,0.0,4,777,2,['January 2013'],What answer denotes that an algorithm has accepted an input string?,Shiloach (1981),266,Shiloach,0.8441236019134521,"(0, 8)",20656,['VB'],[''],0,1.676378846168518,0.8441236019134521,0.8322552442550659,0.838189423084259,4.365575438352469,0.3672738092539001,0.0,0.11488356416717023,129,2
3,20601,48534076,Input enhancement (computer science),0.4964088797569275,0.0,3,2314,2,['January 2013'],What answer denotes that an algorithm has accepted an input string?,Case 1:,266,Case 1,0.8373958468437195,"(0, 6)",20601,"['NN', 'CD']","['', 'CARDINAL']",0,0.8373958468437195,0.8373958468437195,0.8373958468437195,0.8373958468437195,7.604441856235036,0.4952702496531347,0.0,0.11521881600356115,74,1
0,20665,6532404,Complexity (disambiguation),0.540431797504425,0.3932241479013781,6,27,2,['Nuclear'],What kind of solutions are one of the central objects of study in computational complexity theory?,Complexity may also refer to:,267,Complexity,0.935106635093689,"(0, 10)",20665,['NN'],[''],0,78.60305091366172,0.9883010387420654,0.0338060744106769,0.5654895749184297,40.925347182873104,0.7653918667298858,0.1230681912982057,0.34682497612604324,4,1
1,20716,7363,Complexity,0.4941497147083282,0.0,4,2329,2,['Nuclear'],What kind of solutions are one of the central objects of study in computational complexity theory?,Sources and factors.,267,Sources and factors.,0.6589769721031189,"(0, 20)",20716,"['NNS', 'CC', 'NNS', '.']","['', '', '', '']",0,8.97724711894989,0.7593516707420349,0.4472594559192657,0.5610779449343681,617.1394737318589,0.7673140180056967,0.0,0.1452776538916805,55,1
2,20694,7363,Complexity,0.4941497147083282,0.1731193256906084,16,2329,2,['Nuclear'],What kind of solutions are one of the central objects of study in computational complexity theory?,"Science takes a number of approaches to characterizing complexity; Zayed ""et al.""",267,characterizing complexity,0.6164858937263489,"(40, 65)",20694,"['VBG', 'NN']","['', '']",0,2.00034499168396,0.6164858937263489,0.1555805057287216,0.33339083194732666,617.1394737318589,0.7673140180056967,0.0,0.1452776538916805,33,1
3,20730,68418053,Alan Selman,0.4747232794761657,0.0,4,453,2,['Nuclear'],What kind of solutions are one of the central objects of study in computational complexity theory?,Education and career.,267,Education and career.,0.6158960461616516,"(0, 21)",20730,"['NN', 'CC', 'NN', '.']","['', '', '', '']",0,1.3594730496406555,0.7435770034790039,0.6158960461616516,0.6797365248203278,6.234169263424922,0.5206989670421749,0.0,0.18891422010378553,69,1
0,20774,1427486,In-yer-face theatre,0.3837972283363342,0.0,2,5458,2,['President Obama'],What is a typical type of computational problem whose answer is either yer or no?,Etymology.,268,Etymology,0.7547701597213745,"(0, 9)",20774,['NN'],[''],0,52.40457999706268,0.9855982661247252,0.2664855420589447,0.7594866666240968,0.055234856025826,0.035778042336977,0.0,0.0009361840004377288,39,1
1,20751,1427486,In-yer-face theatre,0.3837972283363342,0.010409355412556,274,5458,2,['President Obama'],What is a typical type of computational problem whose answer is either yer or no?,"Ridley started writing the play during the 1980s while he was an art student at St Martin's School of Art, with the play evolving out of a series of performance art monologues he had created in his final year of study. Ridley identifies himself as a contemporary of the Young British Artists (also known as the YBAs). These artists are regarded to have started with Damien Hirst's exhibition ""Freeze"" in 1988 and have been described by Sierz as ""the in-yer-face provocateurs of the art scene [whose] 1997 ""Sensation"" exhibition was an immensely influential example of that 1990s sensibility"". Ridley has claimed that he knew ""most of the people that went on to be in the controversial ""Sensation"" show"". Although Ridley's early plays were produced years before this exhibition, he states that his plays share the same ""sensibility"" as ""Sensation"", particularly in the plays’ use of imagery. Sierz in part attributes Ridley's originality as a playwright from him training at an art school instead of attending a drama school or a theatre's 'new writing programme'. Sierz therefore feels that the history of new writing during the 1990s should not start with The Royal Court Theatre, but ""perhaps, more accurately"" should look instead at ""St Martin’s College of Art and Goldsmiths College. Culturally, there’s clearly a nexus between the YBAs, Cool Britannia and Brit Pop.""",268,Sierz,0.736049473285675,"(436, 441)",20751,['JJ'],['ORG'],0,2.925724938511848,0.736049473285675,0.0122593864798545,0.243810411542654,0.055234856025826,0.035778042336977,0.0,0.0009361840004377288,16,12
2,20801,1427486,In-yer-face theatre,0.3837972283363342,0.0,2,5458,2,['President Obama'],What is a typical type of computational problem whose answer is either yer or no?,Decline.,268,Decline,0.7107997536659241,"(0, 7)",20801,['VB'],[''],0,1.9671675264835358,0.7904337048530579,0.4659340679645538,0.6557225088278452,0.055234856025826,0.035778042336977,0.0,0.0009361840004377288,66,1
3,20752,1427486,In-yer-face theatre,0.3837972283363342,0.009047458276293,281,5458,2,['President Obama'],What is a typical type of computational problem whose answer is either yer or no?,"In-yer-face theatre is parodied in one episode of the mockumentary BBC Radio programme ""Incredible Women"". In the episode Jeremey Front presents a fictional radio documentary about the controversial theatre maker Bella Hayman. Hayman, whose breakout play was ""Hysterectomy 5-9-1"", is described as the ""Les Enfant Terribles of British theatre"" with ""a reputation for staging the unstageable or what some would call the unwatchable"" and is ""famous for repulsing and occasionally hospitalising audiences"". Jeremey attends a play of Hayman's called ""Razor F**K"", which is described as a ""site-specific, cross-platform, multi-media, immersive experience containing strong language and explicit violence"". The play features two male actors who are naked, except for wearing buckets on their heads, being beaten by a woman in uniform wielding a bullwhip. The performance also has the naked actors crawling on a floor awash with stage blood and features a scene where the Chancellor of the Exchequer is castrated. The episode has Maureen Lipman playing herself as an actress appearing in an ill-fated West End revival of Noël Coward's ""Present Laughter"", which Hayman re-stages with scenes of violence. Jeremey concludes the documentary saying that ""there is no question that Bella Hayman is a visionary. One of our most innovative directors with tremendous style and a great eye. It's just a pity that eye has to be gouged out with a grapefruit spoon.""",268,Bella Hayman,0.6789048910140991,"(1268, 1280)",20752,"['NNP', 'NNP']","['PERSON', 'PERSON']",0,0.6789048910140991,0.6789048910140991,0.6789048910140991,0.6789048910140991,0.055234856025826,0.035778042336977,0.0,0.0009361840004377288,17,1
0,20978,34552384,Future Music Festival,0.3920969665050506,0.0,2,563,2,"['268,000 tweets per minute']",What can be viewed as an informal language where the language instances whose input is yes?,Bassjackers -,269,Bassjackers,0.997153341770172,"(0, 11)",20978,['NNS'],[''],0,0.997153341770172,0.997153341770172,0.997153341770172,0.997153341770172,0.0,0.0,0.0,0.0,150,1
1,20975,34552384,Future Music Festival,0.3920969665050506,0.0,2,563,2,"['268,000 tweets per minute']",What can be viewed as an informal language where the language instances whose input is yes?,Klingande -,269,Klingande,0.9969315528869628,"(0, 9)",20975,['NNP'],[''],0,0.9969315528869628,0.9969315528869628,0.9969315528869628,0.9969315528869628,0.0,0.0,0.0,0.0,147,1
